,x,y,z,Concentration
1555,660.0450000000001,-700.0,10.0,459170115094.1747
1556,660.0450000000001,-700.0,20.0,459170115094.1747
1557,660.0450000000001,-700.0,30.0,459170115094.1747
1558,660.0450000000001,-700.0,40.0,459170115094.1747
1559,660.0450000000001,-700.0,50.0,459170115094.1747
1560,660.0450000000001,-700.0,60.0,459170115094.1747
1561,660.0450000000001,-700.0,70.0,459170115094.1747
1562,660.0450000000001,-700.0,80.0,459170115094.1747
1563,660.0450000000001,-700.0,90.0,459170115094.1747
1564,660.0450000000001,-700.0,100.0,459170115094.1747
1565,660.0450000000001,-700.0,110.0,459170115094.1747
1566,660.0450000000001,-700.0,120.0,459170115094.1747
1567,660.0450000000001,-700.0,130.0,459170115094.1747
1568,660.0450000000001,-700.0,140.0,459170115094.1747
1569,660.0450000000001,-700.0,150.0,459170115094.1747
1570,660.0450000000001,-700.0,160.0,459170115094.1747
1571,660.0450000000001,-700.0,170.0,459170115094.1747
1572,660.0450000000001,-700.0,180.0,459170115094.1747
1573,660.0450000000001,-700.0,190.0,459170115094.1747
1574,660.0450000000001,-700.0,200.0,459170115094.1747
1575,720.0400000000001,-700.0,0.0,459170115094.1747
1576,720.0400000000001,-700.0,10.0,459170115094.1747
1577,720.0400000000001,-700.0,20.0,459170115094.1747
1578,720.0400000000001,-700.0,30.0,459170115094.1747
1579,720.0400000000001,-700.0,40.0,459170115094.1747
1580,720.0400000000001,-700.0,50.0,459170115094.1747
1581,720.0400000000001,-700.0,60.0,459170115094.1747
1582,720.0400000000001,-700.0,70.0,459170115094.1747
1583,720.0400000000001,-700.0,80.0,459170115094.1747
1584,720.0400000000001,-700.0,90.0,459170115094.1747
1585,720.0400000000001,-700.0,100.0,459170115094.1747
1586,720.0400000000001,-700.0,110.0,459170115094.1747
1587,720.0400000000001,-700.0,120.0,459170115094.1747
1588,720.0400000000001,-700.0,130.0,459170115094.1747
1589,720.0400000000001,-700.0,140.0,459170115094.1747
1590,720.0400000000001,-700.0,150.0,459170115094.1747
1591,720.0400000000001,-700.0,160.0,459170115094.1747
1592,720.0400000000001,-700.0,170.0,459170115094.1747
1593,720.0400000000001,-700.0,180.0,459170115094.1747
1594,720.0400000000001,-700.0,190.0,459170115094.1747
1595,720.0400000000001,-700.0,200.0,459170115094.1747
1596,780.0350000000001,-700.0,0.0,459170115094.1747
1597,780.0350000000001,-700.0,10.0,459170115094.1747
1598,780.0350000000001,-700.0,20.0,459170115094.1747
1599,780.0350000000001,-700.0,30.0,459170115094.1747
1600,780.0350000000001,-700.0,40.0,459170115094.1747
1601,780.0350000000001,-700.0,50.0,459170115094.1747
1602,780.0350000000001,-700.0,60.0,459170115094.1747
1603,780.0350000000001,-700.0,70.0,459170115094.1747
1604,780.0350000000001,-700.0,80.0,459170115094.1747
1605,780.0350000000001,-700.0,90.0,459170115094.1747
1606,780.0350000000001,-700.0,100.0,459170115094.1747
1607,780.0350000000001,-700.0,110.0,459170115094.1747
1608,780.0350000000001,-700.0,120.0,459170115094.1747
1609,780.0350000000001,-700.0,130.0,459170115094.1747
1610,780.0350000000001,-700.0,140.0,459170115094.1747
1611,780.0350000000001,-700.0,150.0,459170115094.1747
1612,780.0350000000001,-700.0,160.0,459170115094.1747
1613,780.0350000000001,-700.0,170.0,459170115094.1747
1614,780.0350000000001,-700.0,180.0,459170115094.1747
1615,780.0350000000001,-700.0,190.0,459170115094.1747
1616,780.0350000000001,-700.0,200.0,459170115094.1747
1617,840.0300000000001,-700.0,0.0,459170115094.1747
1618,840.0300000000001,-700.0,10.0,459170115094.1747
1619,840.0300000000001,-700.0,20.0,459170115094.1747
1620,840.0300000000001,-700.0,30.0,459170115094.1747
1621,840.0300000000001,-700.0,40.0,459170115094.1747
1622,840.0300000000001,-700.0,50.0,459170115094.1747
1623,840.0300000000001,-700.0,60.0,459170115094.1747
1624,840.0300000000001,-700.0,70.0,459170115094.1747
1625,840.0300000000001,-700.0,80.0,459170115094.1747
1626,840.0300000000001,-700.0,90.0,459170115094.1747
1627,840.0300000000001,-700.0,100.0,459170115094.1747
1628,840.0300000000001,-700.0,110.0,459170115094.1747
1629,840.0300000000001,-700.0,120.0,459170115094.1747
1630,840.0300000000001,-700.0,130.0,459170115094.1747
1631,840.0300000000001,-700.0,140.0,459170115094.1747
1632,840.0300000000001,-700.0,150.0,459170115094.1747
1633,840.0300000000001,-700.0,160.0,459170115094.1747
1634,840.0300000000001,-700.0,170.0,459170115094.1747
1635,840.0300000000001,-700.0,180.0,459170115094.1747
1636,840.0300000000001,-700.0,190.0,459170115094.1747
1637,840.0300000000001,-700.0,200.0,459170115094.1747
1638,900.0250000000001,-700.0,0.0,459170115094.17487
1639,900.0250000000001,-700.0,10.0,459170115094.17487
1640,900.0250000000001,-700.0,20.0,459170115094.17487
1641,900.0250000000001,-700.0,30.0,459170115094.17487
1642,900.0250000000001,-700.0,40.0,459170115094.17487
1643,900.0250000000001,-700.0,50.0,459170115094.1748
1644,900.0250000000001,-700.0,60.0,459170115094.1748
1645,900.0250000000001,-700.0,70.0,459170115094.1748
1646,900.0250000000001,-700.0,80.0,459170115094.1748
1647,900.0250000000001,-700.0,90.0,459170115094.1748
1648,900.0250000000001,-700.0,100.0,459170115094.1748
1649,900.0250000000001,-700.0,110.0,459170115094.17474
1650,900.0250000000001,-700.0,120.0,459170115094.17474
1651,900.0250000000001,-700.0,130.0,459170115094.17474
1652,900.0250000000001,-700.0,140.0,459170115094.17474
1653,900.0250000000001,-700.0,150.0,459170115094.17474
1654,900.0250000000001,-700.0,160.0,459170115094.17474
1655,900.0250000000001,-700.0,170.0,459170115094.1747
1656,900.0250000000001,-700.0,180.0,459170115094.1747
1657,900.0250000000001,-700.0,190.0,459170115094.1747
1658,900.0250000000001,-700.0,200.0,459170115094.1747
1659,960.0200000000001,-700.0,0.0,459170115094.18054
1660,960.0200000000001,-700.0,10.0,459170115094.18054
1661,960.0200000000001,-700.0,20.0,459170115094.1804
1662,960.0200000000001,-700.0,30.0,459170115094.1803
1663,960.0200000000001,-700.0,40.0,459170115094.18005
1664,960.0200000000001,-700.0,50.0,459170115094.1798
1665,960.0200000000001,-700.0,60.0,459170115094.1795
1666,960.0200000000001,-700.0,70.0,459170115094.1792
1667,960.0200000000001,-700.0,80.0,459170115094.17883
1668,960.0200000000001,-700.0,90.0,459170115094.17847
1669,960.0200000000001,-700.0,100.0,459170115094.1781
1670,960.0200000000001,-700.0,110.0,459170115094.17773
1671,960.0200000000001,-700.0,120.0,459170115094.17737
1672,960.0200000000001,-700.0,130.0,459170115094.17706
1673,960.0200000000001,-700.0,140.0,459170115094.17676
1674,960.0200000000001,-700.0,150.0,459170115094.17645
1675,960.0200000000001,-700.0,160.0,459170115094.17615
1676,960.0200000000001,-700.0,170.0,459170115094.1759
1677,960.0200000000001,-700.0,180.0,459170115094.1757
1678,960.0200000000001,-700.0,190.0,459170115094.17554
1679,960.0200000000001,-700.0,200.0,459170115094.17535
1680,1020.0150000000001,-700.0,0.0,459170115094.2831
1681,1020.0150000000001,-700.0,10.0,459170115094.28253
1682,1020.0150000000001,-700.0,20.0,459170115094.281
1683,1020.0150000000001,-700.0,30.0,459170115094.2785
1684,1020.0150000000001,-700.0,40.0,459170115094.27515
1685,1020.0150000000001,-700.0,50.0,459170115094.27094
1686,1020.0150000000001,-700.0,60.0,459170115094.266
1687,1020.0150000000001,-700.0,70.0,459170115094.2605
1688,1020.0150000000001,-700.0,80.0,459170115094.2546
1689,1020.0150000000001,-700.0,90.0,459170115094.2484
1690,1020.0150000000001,-700.0,100.0,459170115094.242
1691,1020.0150000000001,-700.0,110.0,459170115094.2356
1692,1020.0150000000001,-700.0,120.0,459170115094.2293
1693,1020.0150000000001,-700.0,130.0,459170115094.22314
1694,1020.0150000000001,-700.0,140.0,459170115094.21735
1695,1020.0150000000001,-700.0,150.0,459170115094.21185
1696,1020.0150000000001,-700.0,160.0,459170115094.2067
1697,1020.0150000000001,-700.0,170.0,459170115094.2021
1698,1020.0150000000001,-700.0,180.0,459170115094.1979
1699,1020.0150000000001,-700.0,190.0,459170115094.19415
1700,1020.0150000000001,-700.0,200.0,459170115094.19086
1701,1080.01,-700.0,0.0,459170115095.40546
1702,1080.01,-700.0,10.0,459170115095.40027
1703,1080.01,-700.0,20.0,459170115095.3847
1704,1080.01,-700.0,30.0,459170115095.3593
1705,1080.01,-700.0,40.0,459170115095.3246
1706,1080.01,-700.0,50.0,459170115095.28143
1707,1080.01,-700.0,60.0,459170115095.23083
1708,1080.01,-700.0,70.0,459170115095.1741
1709,1080.01,-700.0,80.0,459170115095.11237
1710,1080.01,-700.0,90.0,459170115095.047
1711,1080.01,-700.0,100.0,459170115094.9794
1712,1080.01,-700.0,110.0,459170115094.91064
1713,1080.01,-700.0,120.0,459170115094.8421
1714,1080.01,-700.0,130.0,459170115094.77484
1715,1080.01,-700.0,140.0,459170115094.7098
1716,1080.01,-700.0,150.0,459170115094.6477
1717,1080.01,-700.0,160.0,459170115094.58936
1718,1080.01,-700.0,170.0,459170115094.53503
1719,1080.01,-700.0,180.0,459170115094.4852
1720,1080.01,-700.0,190.0,459170115094.44006
1721,1080.01,-700.0,200.0,459170115094.39954
1722,1140.005,-700.0,0.0,459170115103.6871
1723,1140.005,-700.0,10.0,459170115103.6508
1724,1140.005,-700.0,20.0,459170115103.5429
1725,1140.005,-700.0,30.0,459170115103.3658
1726,1140.005,-700.0,40.0,459170115103.1234
1727,1140.005,-700.0,50.0,459170115102.82117
1728,1140.005,-700.0,60.0,459170115102.4656
1729,1140.005,-700.0,70.0,459170115102.06415
1730,1140.005,-700.0,80.0,459170115101.625
1731,1140.005,-700.0,90.0,459170115101.15686
1732,1140.005,-700.0,100.0,459170115100.66833
1733,1140.005,-700.0,110.0,459170115100.168
1734,1140.005,-700.0,120.0,459170115099.6642
1735,1140.005,-700.0,130.0,459170115099.1645
1736,1140.005,-700.0,140.0,459170115098.6757
1737,1140.005,-700.0,150.0,459170115098.204
1738,1140.005,-700.0,160.0,459170115097.7543
1739,1140.005,-700.0,170.0,459170115097.3305
1740,1140.005,-700.0,180.0,459170115096.9358
1741,1140.005,-700.0,190.0,459170115096.572
1742,1140.005,-700.0,200.0,459170115096.24036
1743,1200.0,-700.0,0.0,459170115148.13727
1744,1200.0,-700.0,10.0,459170115147.95154
1745,1200.0,-700.0,20.0,459170115147.39813
1746,1200.0,-700.0,30.0,459170115146.4884
1747,1200.0,-700.0,40.0,459170115145.2408
1748,1200.0,-700.0,50.0,459170115143.6804
1749,1200.0,-700.0,60.0,459170115141.8378
1750,1200.0,-700.0,70.0,459170115139.7485
1751,1200.0,-700.0,80.0,459170115137.45123
1752,1200.0,-700.0,90.0,459170115134.98737
1753,1200.0,-700.0,100.0,459170115132.39923
1754,1200.0,-700.0,110.0,459170115129.7292
1755,1200.0,-700.0,120.0,459170115127.0184
1756,1200.0,-700.0,130.0,459170115124.3057
1757,1200.0,-700.0,140.0,459170115121.6271
1758,1200.0,-700.0,150.0,459170115119.0147
1759,1200.0,-700.0,160.0,459170115116.49646
1760,1200.0,-700.0,170.0,459170115114.09564
1761,1200.0,-700.0,180.0,459170115111.8308
1762,1200.0,-700.0,190.0,459170115109.71594
1763,1200.0,-700.0,200.0,459170115107.7604
1764,0.1,-600.0,0.0,459170115094.1747
1765,0.1,-600.0,10.0,459170115094.1747
1766,0.1,-600.0,20.0,459170115094.1747
1767,0.1,-600.0,30.0,459170115094.1747
1768,0.1,-600.0,40.0,459170115094.1747
1769,0.1,-600.0,50.0,459170115094.1747
1770,0.1,-600.0,60.0,459170115094.1747
1771,0.1,-600.0,70.0,459170115094.1747
1772,0.1,-600.0,80.0,459170115094.1747
1773,0.1,-600.0,90.0,459170115094.1747
1774,0.1,-600.0,100.0,459170115094.1747
1775,0.1,-600.0,110.0,459170115094.1747
1776,0.1,-600.0,120.0,459170115094.1747
1777,0.1,-600.0,130.0,459170115094.1747
1778,0.1,-600.0,140.0,459170115094.1747
1779,0.1,-600.0,150.0,459170115094.1747
1780,0.1,-600.0,160.0,459170115094.1747
1781,0.1,-600.0,170.0,459170115094.1747
1782,0.1,-600.0,180.0,459170115094.1747
1783,0.1,-600.0,190.0,459170115094.1747
1784,0.1,-600.0,200.0,459170115094.1747
1785,60.095000000000006,-600.0,0.0,459170115094.1747
1786,60.095000000000006,-600.0,10.0,459170115094.1747
1787,60.095000000000006,-600.0,20.0,459170115094.1747
1788,60.095000000000006,-600.0,30.0,459170115094.1747
1789,60.095000000000006,-600.0,40.0,459170115094.1747
1790,60.095000000000006,-600.0,50.0,459170115094.1747
1791,60.095000000000006,-600.0,60.0,459170115094.1747
1792,60.095000000000006,-600.0,70.0,459170115094.1747
1793,60.095000000000006,-600.0,80.0,459170115094.1747
1794,60.095000000000006,-600.0,90.0,459170115094.1747
1795,60.095000000000006,-600.0,100.0,459170115094.1747
1796,60.095000000000006,-600.0,110.0,459170115094.1747
1797,60.095000000000006,-600.0,120.0,459170115094.1747
1798,60.095000000000006,-600.0,130.0,459170115094.1747
1799,60.095000000000006,-600.0,140.0,459170115094.1747
1800,60.095000000000006,-600.0,150.0,459170115094.1747
1801,60.095000000000006,-600.0,160.0,459170115094.1747
1802,60.095000000000006,-600.0,170.0,459170115094.1747
1803,60.095000000000006,-600.0,180.0,459170115094.1747
1804,60.095000000000006,-600.0,190.0,459170115094.1747
1805,60.095000000000006,-600.0,200.0,459170115094.1747
1806,120.09,-600.0,0.0,459170115094.1747
1807,120.09,-600.0,10.0,459170115094.1747
1808,120.09,-600.0,20.0,459170115094.1747
1809,120.09,-600.0,30.0,459170115094.1747
1810,120.09,-600.0,40.0,459170115094.1747
1811,120.09,-600.0,50.0,459170115094.1747
1812,120.09,-600.0,60.0,459170115094.1747
1813,120.09,-600.0,70.0,459170115094.1747
1814,120.09,-600.0,80.0,459170115094.1747
1815,120.09,-600.0,90.0,459170115094.1747
1816,120.09,-600.0,100.0,459170115094.1747
1817,120.09,-600.0,110.0,459170115094.1747
1818,120.09,-600.0,120.0,459170115094.1747
1819,120.09,-600.0,130.0,459170115094.1747
1820,120.09,-600.0,140.0,459170115094.1747
1821,120.09,-600.0,150.0,459170115094.1747
1822,120.09,-600.0,160.0,459170115094.1747
1823,120.09,-600.0,170.0,459170115094.1747
1824,120.09,-600.0,180.0,459170115094.1747
1825,120.09,-600.0,190.0,459170115094.1747
1826,120.09,-600.0,200.0,459170115094.1747
1827,180.085,-600.0,0.0,459170115094.1747
1828,180.085,-600.0,10.0,459170115094.1747
1829,180.085,-600.0,20.0,459170115094.1747
1830,180.085,-600.0,30.0,459170115094.1747
1831,180.085,-600.0,40.0,459170115094.1747
1832,180.085,-600.0,50.0,459170115094.1747
1833,180.085,-600.0,60.0,459170115094.1747
1834,180.085,-600.0,70.0,459170115094.1747
1835,180.085,-600.0,80.0,459170115094.1747
1836,180.085,-600.0,90.0,459170115094.1747
1837,180.085,-600.0,100.0,459170115094.1747
1838,180.085,-600.0,110.0,459170115094.1747
1839,180.085,-600.0,120.0,459170115094.1747
1840,180.085,-600.0,130.0,459170115094.1747
1841,180.085,-600.0,140.0,459170115094.1747
1842,180.085,-600.0,150.0,459170115094.1747
1843,180.085,-600.0,160.0,459170115094.1747
1844,180.085,-600.0,170.0,459170115094.1747
1845,180.085,-600.0,180.0,459170115094.1747
1846,180.085,-600.0,190.0,459170115094.1747
1847,180.085,-600.0,200.0,459170115094.1747
1848,240.08,-600.0,0.0,459170115094.1747
1849,240.08,-600.0,10.0,459170115094.1747
1850,240.08,-600.0,20.0,459170115094.1747
1851,240.08,-600.0,30.0,459170115094.1747
1852,240.08,-600.0,40.0,459170115094.1747
1853,240.08,-600.0,50.0,459170115094.1747
1854,240.08,-600.0,60.0,459170115094.1747
1855,240.08,-600.0,70.0,459170115094.1747
1856,240.08,-600.0,80.0,459170115094.1747
1857,240.08,-600.0,90.0,459170115094.1747
1858,240.08,-600.0,100.0,459170115094.1747
1859,240.08,-600.0,110.0,459170115094.1747
1860,240.08,-600.0,120.0,459170115094.1747
1861,240.08,-600.0,130.0,459170115094.1747
1862,240.08,-600.0,140.0,459170115094.1747
1863,240.08,-600.0,150.0,459170115094.1747
1864,240.08,-600.0,160.0,459170115094.1747
1865,240.08,-600.0,170.0,459170115094.1747
1866,240.08,-600.0,180.0,459170115094.1747
1867,240.08,-600.0,190.0,459170115094.1747
1868,240.08,-600.0,200.0,459170115094.1747
1869,300.07500000000005,-600.0,0.0,459170115094.1747
1870,300.07500000000005,-600.0,10.0,459170115094.1747
1871,300.07500000000005,-600.0,20.0,459170115094.1747
1872,300.07500000000005,-600.0,30.0,459170115094.1747
1873,300.07500000000005,-600.0,40.0,459170115094.1747
1874,300.07500000000005,-600.0,50.0,459170115094.1747
1875,300.07500000000005,-600.0,60.0,459170115094.1747
1876,300.07500000000005,-600.0,70.0,459170115094.1747
1877,300.07500000000005,-600.0,80.0,459170115094.1747
1878,300.07500000000005,-600.0,90.0,459170115094.1747
1879,300.07500000000005,-600.0,100.0,459170115094.1747
1880,300.07500000000005,-600.0,110.0,459170115094.1747
1881,300.07500000000005,-600.0,120.0,459170115094.1747
1882,300.07500000000005,-600.0,130.0,459170115094.1747
1883,300.07500000000005,-600.0,140.0,459170115094.1747
1884,300.07500000000005,-600.0,150.0,459170115094.1747
1885,300.07500000000005,-600.0,160.0,459170115094.1747
1886,300.07500000000005,-600.0,170.0,459170115094.1747
1887,300.07500000000005,-600.0,180.0,459170115094.1747
1888,300.07500000000005,-600.0,190.0,459170115094.1747
1889,300.07500000000005,-600.0,200.0,459170115094.1747
1890,360.07000000000005,-600.0,0.0,459170115094.1747
1891,360.07000000000005,-600.0,10.0,459170115094.1747
1892,360.07000000000005,-600.0,20.0,459170115094.1747
1893,360.07000000000005,-600.0,30.0,459170115094.1747
1894,360.07000000000005,-600.0,40.0,459170115094.1747
1895,360.07000000000005,-600.0,50.0,459170115094.1747
1896,360.07000000000005,-600.0,60.0,459170115094.1747
1897,360.07000000000005,-600.0,70.0,459170115094.1747
1898,360.07000000000005,-600.0,80.0,459170115094.1747
1899,360.07000000000005,-600.0,90.0,459170115094.1747
1900,360.07000000000005,-600.0,100.0,459170115094.1747
1901,360.07000000000005,-600.0,110.0,459170115094.1747
1902,360.07000000000005,-600.0,120.0,459170115094.1747
1903,360.07000000000005,-600.0,130.0,459170115094.1747
1904,360.07000000000005,-600.0,140.0,459170115094.1747
1905,360.07000000000005,-600.0,150.0,459170115094.1747
1906,360.07000000000005,-600.0,160.0,459170115094.1747
1907,360.07000000000005,-600.0,170.0,459170115094.1747
1908,360.07000000000005,-600.0,180.0,459170115094.1747
1909,360.07000000000005,-600.0,190.0,459170115094.1747
1910,360.07000000000005,-600.0,200.0,459170115094.1747
1911,420.06500000000005,-600.0,0.0,459170115094.1747
1912,420.06500000000005,-600.0,10.0,459170115094.1747
1913,420.06500000000005,-600.0,20.0,459170115094.1747
1914,420.06500000000005,-600.0,30.0,459170115094.1747
1915,420.06500000000005,-600.0,40.0,459170115094.1747
1916,420.06500000000005,-600.0,50.0,459170115094.1747
1917,420.06500000000005,-600.0,60.0,459170115094.1747
1918,420.06500000000005,-600.0,70.0,459170115094.1747
1919,420.06500000000005,-600.0,80.0,459170115094.1747
1920,420.06500000000005,-600.0,90.0,459170115094.1747
1921,420.06500000000005,-600.0,100.0,459170115094.1747
1922,420.06500000000005,-600.0,110.0,459170115094.1747
1923,420.06500000000005,-600.0,120.0,459170115094.1747
1924,420.06500000000005,-600.0,130.0,459170115094.1747
1925,420.06500000000005,-600.0,140.0,459170115094.1747
1926,420.06500000000005,-600.0,150.0,459170115094.1747
1927,420.06500000000005,-600.0,160.0,459170115094.1747
1928,420.06500000000005,-600.0,170.0,459170115094.1747
1929,420.06500000000005,-600.0,180.0,459170115094.1747
1930,420.06500000000005,-600.0,190.0,459170115094.1747
1931,420.06500000000005,-600.0,200.0,459170115094.1747
1932,480.06000000000006,-600.0,0.0,459170115094.1747
1933,480.06000000000006,-600.0,10.0,459170115094.1747
1934,480.06000000000006,-600.0,20.0,459170115094.1747
1935,480.06000000000006,-600.0,30.0,459170115094.1747
1936,480.06000000000006,-600.0,40.0,459170115094.1747
1937,480.06000000000006,-600.0,50.0,459170115094.1747
1938,480.06000000000006,-600.0,60.0,459170115094.1747
1939,480.06000000000006,-600.0,70.0,459170115094.1747
1940,480.06000000000006,-600.0,80.0,459170115094.1747
1941,480.06000000000006,-600.0,90.0,459170115094.1747
1942,480.06000000000006,-600.0,100.0,459170115094.1747
1943,480.06000000000006,-600.0,110.0,459170115094.1747
1944,480.06000000000006,-600.0,120.0,459170115094.1747
1945,480.06000000000006,-600.0,130.0,459170115094.1747
1946,480.06000000000006,-600.0,140.0,459170115094.1747
1947,480.06000000000006,-600.0,150.0,459170115094.1747
1948,480.06000000000006,-600.0,160.0,459170115094.1747
1949,480.06000000000006,-600.0,170.0,459170115094.1747
1950,480.06000000000006,-600.0,180.0,459170115094.1747
1951,480.06000000000006,-600.0,190.0,459170115094.1747
1952,480.06000000000006,-600.0,200.0,459170115094.1747
1953,540.0550000000001,-600.0,0.0,459170115094.1747
1954,540.0550000000001,-600.0,10.0,459170115094.1747
1955,540.0550000000001,-600.0,20.0,459170115094.1747
1956,540.0550000000001,-600.0,30.0,459170115094.1747
1957,540.0550000000001,-600.0,40.0,459170115094.1747
1958,540.0550000000001,-600.0,50.0,459170115094.1747
1959,540.0550000000001,-600.0,60.0,459170115094.1747
1960,540.0550000000001,-600.0,70.0,459170115094.1747
1961,540.0550000000001,-600.0,80.0,459170115094.1747
1962,540.0550000000001,-600.0,90.0,459170115094.1747
1963,540.0550000000001,-600.0,100.0,459170115094.1747
1964,540.0550000000001,-600.0,110.0,459170115094.1747
1965,540.0550000000001,-600.0,120.0,459170115094.1747
1966,540.0550000000001,-600.0,130.0,459170115094.1747
1967,540.0550000000001,-600.0,140.0,459170115094.1747
1968,540.0550000000001,-600.0,150.0,459170115094.1747
1969,540.0550000000001,-600.0,160.0,459170115094.1747
1970,540.0550000000001,-600.0,170.0,459170115094.1747
1971,540.0550000000001,-600.0,180.0,459170115094.1747
1972,540.0550000000001,-600.0,190.0,459170115094.1747
1973,540.0550000000001,-600.0,200.0,459170115094.1747
1974,600.0500000000001,-600.0,0.0,459170115094.1747
1975,600.0500000000001,-600.0,10.0,459170115094.1747
1976,600.0500000000001,-600.0,20.0,459170115094.1747
1977,600.0500000000001,-600.0,30.0,459170115094.1747
1978,600.0500000000001,-600.0,40.0,459170115094.1747
1979,600.0500000000001,-600.0,50.0,459170115094.1747
1980,600.0500000000001,-600.0,60.0,459170115094.1747
1981,600.0500000000001,-600.0,70.0,459170115094.1747
1982,600.0500000000001,-600.0,80.0,459170115094.1747
1983,600.0500000000001,-600.0,90.0,459170115094.1747
1984,600.0500000000001,-600.0,100.0,459170115094.1747
1985,600.0500000000001,-600.0,110.0,459170115094.1747
1986,600.0500000000001,-600.0,120.0,459170115094.1747
1987,600.0500000000001,-600.0,130.0,459170115094.1747
1988,600.0500000000001,-600.0,140.0,459170115094.1747
1989,600.0500000000001,-600.0,150.0,459170115094.1747
1990,600.0500000000001,-600.0,160.0,459170115094.1747
1991,600.0500000000001,-600.0,170.0,459170115094.1747
1992,600.0500000000001,-600.0,180.0,459170115094.1747
1993,600.0500000000001,-600.0,190.0,459170115094.1747
1994,600.0500000000001,-600.0,200.0,459170115094.1747
1995,660.0450000000001,-600.0,0.0,459170115094.1747
1996,660.0450000000001,-600.0,10.0,459170115094.1747
1997,660.0450000000001,-600.0,20.0,459170115094.1747
1998,660.0450000000001,-600.0,30.0,459170115094.1747
1999,660.0450000000001,-600.0,40.0,459170115094.1747
2000,660.0450000000001,-600.0,50.0,459170115094.1747
2001,660.0450000000001,-600.0,60.0,459170115094.1747
2002,660.0450000000001,-600.0,70.0,459170115094.1747
2003,660.0450000000001,-600.0,80.0,459170115094.1747
2004,660.0450000000001,-600.0,90.0,459170115094.1747
2005,660.0450000000001,-600.0,100.0,459170115094.1747
2006,660.0450000000001,-600.0,110.0,459170115094.1747
2007,660.0450000000001,-600.0,120.0,459170115094.1747
2008,660.0450000000001,-600.0,130.0,459170115094.1747
2009,660.0450000000001,-600.0,140.0,459170115094.1747
2010,660.0450000000001,-600.0,150.0,459170115094.1747
2011,660.0450000000001,-600.0,160.0,459170115094.1747
2012,660.0450000000001,-600.0,170.0,459170115094.1747
2013,660.0450000000001,-600.0,180.0,459170115094.1747
2014,660.0450000000001,-600.0,190.0,459170115094.1747
2015,660.0450000000001,-600.0,200.0,459170115094.1747
2016,720.0400000000001,-600.0,0.0,459170115094.1747
2017,720.0400000000001,-600.0,10.0,459170115094.1747
2018,720.0400000000001,-600.0,20.0,459170115094.1747
2019,720.0400000000001,-600.0,30.0,459170115094.1747
2020,720.0400000000001,-600.0,40.0,459170115094.1747
2021,720.0400000000001,-600.0,50.0,459170115094.1747
2022,720.0400000000001,-600.0,60.0,459170115094.1747
2023,720.0400000000001,-600.0,70.0,459170115094.1747
2024,720.0400000000001,-600.0,80.0,459170115094.1747
2025,720.0400000000001,-600.0,90.0,459170115094.1747
2026,720.0400000000001,-600.0,100.0,459170115094.1747
2027,720.0400000000001,-600.0,110.0,459170115094.1747
2028,720.0400000000001,-600.0,120.0,459170115094.1747
2029,720.0400000000001,-600.0,130.0,459170115094.1747
2030,720.0400000000001,-600.0,140.0,459170115094.1747
2031,720.0400000000001,-600.0,150.0,459170115094.1747
2032,720.0400000000001,-600.0,160.0,459170115094.1747
2033,720.0400000000001,-600.0,170.0,459170115094.1747
2034,720.0400000000001,-600.0,180.0,459170115094.1747
2035,720.0400000000001,-600.0,190.0,459170115094.1747
2036,720.0400000000001,-600.0,200.0,459170115094.1747
2037,780.0350000000001,-600.0,0.0,459170115094.1751
2038,780.0350000000001,-600.0,10.0,459170115094.1751
2039,780.0350000000001,-600.0,20.0,459170115094.1751
2040,780.0350000000001,-600.0,30.0,459170115094.1751
2041,780.0350000000001,-600.0,40.0,459170115094.17505
2042,780.0350000000001,-600.0,50.0,459170115094.17505
2043,780.0350000000001,-600.0,60.0,459170115094.175
2044,780.0350000000001,-600.0,70.0,459170115094.175
2045,780.0350000000001,-600.0,80.0,459170115094.1749
2046,780.0350000000001,-600.0,90.0,459170115094.1749
2047,780.0350000000001,-600.0,100.0,459170115094.17487
2048,780.0350000000001,-600.0,110.0,459170115094.17487
2049,780.0350000000001,-600.0,120.0,459170115094.1748
2050,780.0350000000001,-600.0,130.0,459170115094.1748
2051,780.0350000000001,-600.0,140.0,459170115094.17474
2052,780.0350000000001,-600.0,150.0,459170115094.17474
2053,780.0350000000001,-600.0,160.0,459170115094.17474
2054,780.0350000000001,-600.0,170.0,459170115094.17474
2055,780.0350000000001,-600.0,180.0,459170115094.17474
2056,780.0350000000001,-600.0,190.0,459170115094.1747
2057,780.0350000000001,-600.0,200.0,459170115094.1747
2058,840.0300000000001,-600.0,0.0,459170115094.19714
2059,840.0300000000001,-600.0,10.0,459170115094.19696
2060,840.0300000000001,-600.0,20.0,459170115094.19653
2061,840.0300000000001,-600.0,30.0,459170115094.19574
2062,840.0300000000001,-600.0,40.0,459170115094.19476
2063,840.0300000000001,-600.0,50.0,459170115094.19354
2064,840.0300000000001,-600.0,60.0,459170115094.19214
2065,840.0300000000001,-600.0,70.0,459170115094.1906
2066,840.0300000000001,-600.0,80.0,459170115094.189
2067,840.0300000000001,-600.0,90.0,459170115094.18744
2068,840.0300000000001,-600.0,100.0,459170115094.18585
2069,840.0300000000001,-600.0,110.0,459170115094.1843
2070,840.0300000000001,-600.0,120.0,459170115094.1829
2071,840.0300000000001,-600.0,130.0,459170115094.1816
